2020/11/29,2.5
2020/11/30,4.0
2020/12/01,4.5
2020/12/02,4.0
2020/12/03,3.5
2020/12/04,5.5
2020/12/05,4.5
2020/12/06,4.5
2020/12/07,4.0
2020/12/08,3.0
2020/12/09,3.5
2020/12/10,3.0
2020/12/11,4.5
2020/12/12,6.0
2020/12/13,7.0
2020/12/14,7.0
2020/12/15,9.5
2020/12/16,10.0
2020/12/17,8.5
2020/12/18,8.5
2020/12/19,9.5
2020/12/20,8.5
2020/12/21,7.5
2020/12/22,13.0
2020/12/23,12.0
2020/12/24,9.5
2020/12/25,3.5
2020/12/26,2.5
2020/12/27,3.5
2020/12/28,3.5
2020/12/29,3.0
2020/12/30,3.5
2020/12/31,3.5
